location,walk,age,total_floors,floor,layout,area,rent
Chofu,10,39.0,4.0,3.0,2DK,38.16,77000.0
Chofu,3,7.0,3.0,3.0,1LDK,38.25,125000.0
Chofu,3,7.0,3.0,3.0,1LDK,45.01,128000.0
Chofu,5,28.0,5.0,4.0,1K,25.48,77000.0
Chofu,3,41.0,5.0,4.0,2LDK,51.15,132000.0
Chofu,3,22.0,4.0,1.0,1K,23.93,77000.0
Chofu,2,33.0,6.0,6.0,2LDK,55.85,150000.0
Chofu,5,50.0,3.0,2.0,2K,34.71,72000.0
Chofu,5,50.0,3.0,3.0,2K,32.23,72000.0
Chofu,2,7.0,6.0,4.0,2LDK,59.23,190000.0
Chofu,4,25.0,3.0,1.0,1K,28.52,75000.0
Chofu,4,25.0,3.0,3.0,1K,26.68,76000.0
Chofu,6,46.0,3.0,2.0,2K,30.85,78000.0
Chofu,2,14.0,6.0,2.0,1LDK,45.37,143000.0
Chofu,3,17.0,8.0,5.0,1K,26.47,92000.0
Chofu,3,17.0,8.0,3.0,1K,26.47,92000.0
Chofu,6,37.0,2.0,2.0,2DK,37.12,93000.0
Chofu,4,5.0,4.0,4.0,1K,26.98,110000.0
Chofu,5,38.0,6.0,2.0,2DK,48.95,125000.0
Chofu,2,11.0,1.0,7.0,2LDK,48.81,188000.0
Chofu,7,50.0,3.0,1.0,2DK,40.0,86000.0
Chofu,2,7.0,8.0,4.0,1K,25.15,98500.0
Chofu,2,18.0,7.0,4.0,1K,24.73,87000.0
Chofu,10,35.0,3.0,3.0,1LDK,39.0,103000.0
Chofu,10,35.0,3.0,3.0,1LDK,39.0,120000.0
Chofu,3,25.0,4.0,2.0,1K,27.62,80000.0
Chofu,3,25.0,4.0,2.0,1K,27.62,83000.0
Chofu,2,12.0,4.0,3.0,1LDK,45.65,150000.0
Chofu,5,31.0,3.0,3.0,1K,30.12,82000.0
Chofu,8,21.0,5.0,1.0,1K,20.79,70000.0
Chofu,8,21.0,5.0,1.0,1K,20.79,70000.0
Chofu,2,16.0,6.0,3.0,1K,26.18,90000.0
Chofu,2,16.0,6.0,3.0,1K,26.11,90000.0
Chofu,1,10.0,5.0,4.0,1K,27.09,88000.0
Chofu,4,42.0,4.0,3.0,1DK,33.75,98000.0
Chofu,5,32.0,3.0,2.0,1K,21.5,75000.0
Toshima,10,4.0,4.0,4.0,2LDK,45.54,177000.0
Toshima,4,2.0,14.0,4.0,1DK,25.29,146000.0
Toshima,4,2.0,14.0,8.0,1DK,25.29,150000.0
Toshima,11,6.0,4.0,2.0,1LDK,31.02,145000.0
Toshima,6,6.0,3.0,2.0,1LDK,35.92,155000.0
Toshima,7,16.0,10.0,7.0,1LDK,40.57,175000.0
Toshima,5,35.0,7.0,3.0,2DK,49.59,175000.0
Toshima,4,5.0,3.0,2.0,1LDK,30.01,118000.0
Toshima,8,3.0,5.0,2.0,1LDK,34.16,160000.0
Toshima,6,2.0,5.0,3.0,1DK,26.69,138000.0
Toshima,6,2.0,5.0,1.0,1LDK,30.39,156000.0
Toshima,8,2.0,12.0,2.0,1DK,25.77,160000.0
Toshima,8,2.0,12.0,6.0,1DK,25.77,162000.0
Toshima,6,10.0,9.0,8.0,1K,25.5,112000.0
Toshima,6,10.0,9.0,8.0,1K,25.5,113000.0
Toshima,6,8.0,14.0,13.0,1K,27.31,115000.0
Toshima,6,8.0,14.0,10.0,1K,25.55,117000.0
Toshima,3,0.0,13.0,2.0,1LDK,30.1,179000.0
Toshima,3,0.0,13.0,2.0,1DK,30.05,179000.0
Toshima,9,4.0,12.0,3.0,1LDK,30.02,169000.0
Toshima,9,4.0,12.0,5.0,1LDK,30.25,171000.0
Toshima,5,18.0,5.0,4.0,1K,21.66,94000.0
Toshima,5,18.0,5.0,1.0,1K,21.46,95000.0
Toshima,7,13.0,8.0,3.0,1K,20.72,106000.0
Toshima,7,13.0,8.0,8.0,1K,20.63,109000.0
Toshima,8,3.0,5.0,2.0,1LDK,30.71,160000.0
Toshima,5,12.0,10.0,5.0,1R,20.43,93000.0
Toshima,5,12.0,10.0,4.0,1K,20.47,99000.0
Toshima,6,7.0,12.0,3.0,1K,25.51,130000.0
Toshima,5,22.0,11.0,7.0,1K,22.02,98000.0
Toshima,5,22.0,11.0,10.0,1K,22.02,100000.0
Toshima,7,5.0,4.0,1.0,1K,25.04,143000.0
Toshima,7,5.0,4.0,3.0,2LDK,54.9,283000.0
Toshima,6,3.0,11.0,1.0,1DK,25.5,133000.0
Toshima,6,3.0,11.0,2.0,1DK,25.5,135000.0
Toshima,6,8.0,14.0,4.0,1K,26.14,145000.0
Toshima,6,8.0,14.0,5.0,1K,26.23,146000.0
Toshima,5,5.0,9.0,3.0,1K,25.33,141000.0
Toshima,5,5.0,9.0,7.0,1K,25.33,143000.0
Toshima,4,0.0,10.0,2.0,1DK,25.37,141000.0
Toshima,4,0.0,10.0,3.0,1DK,25.37,142000.0
Toshima,6,6.0,10.0,8.0,1LDK,33.93,189000.0
Toshima,6,6.0,10.0,8.0,1LDK,32.68,200000.0
Toshima,1,5.0,9.0,1.0,1K,25.23,139000.0
Toshima,1,5.0,9.0,4.0,1K,25.23,140000.0
Toshima,5,29.0,4.0,2.0,1R,32.0,98000.0
Toshima,5,29.0,4.0,4.0,1LDK,48.0,160000.0
Toshima,3,33.0,6.0,4.0,2K,34.0,112000.0
Toshima,2,17.0,12.0,9.0,1R,20.66,116000.0
Toshima,2,17.0,12.0,11.0,1K,20.63,119000.0
Toshima,5,9.0,5.0,1.0,1R,17.55,92000.0
Toshima,5,9.0,5.0,4.0,1R,17.55,92000.0
Toshima,4,5.0,9.0,8.0,1LDK,46.52,234000.0
Toshima,4,5.0,9.0,5.0,1LDK,50.51,237000.0
Toshima,8,2.0,6.0,6.0,1LDK,40.62,174000.0
Toshima,2,3.0,10.0,10.0,1LDK,40.45,192000.0
Toshima,2,3.0,10.0,6.0,1LDK,48.0,199000.0
Toshima,6,0.0,5.0,4.0,2DK,48.88,265000.0
Toshima,3,7.0,4.0,1.0,1K,24.68,104900.0
Toshima,6,27.0,5.0,2.0,1K,20.4,93000.0
Toshima,6,27.0,5.0,2.0,1K,20.4,100000.0
Toshima,7,2.0,5.0,1.0,1K,21.39,131000.0
Toshima,7,2.0,5.0,2.0,1K,21.39,133000.0
Toshima,5,7.0,13.0,4.0,1K,25.79,121000.0
Toshima,5,7.0,13.0,3.0,1K,25.79,140000.0
Toshima,4,28.0,1.0,3.0,1K,21.0,94000.0
Toshima,5,14.0,3.0,1.0,1DK,35.75,145500.0
Toshima,5,14.0,3.0,3.0,1DK,35.16,147500.0
Toshima,7,2.0,12.0,2.0,1DK,31.14,173000.0
Toshima,7,2.0,12.0,2.0,1DK,31.85,175000.0
Toshima,6,13.0,9.0,3.0,1K,31.24,148000.0
Toshima,3,17.0,7.0,6.0,1K,20.51,95000.0
Toshima,3,17.0,7.0,7.0,1K,20.51,100000.0
Toshima,4,22.0,14.0,4.0,1LDK,39.16,187000.0
Toshima,4,22.0,14.0,8.0,1LDK,39.16,191000.0
Toshima,3,7.0,7.0,7.0,1K,25.38,119000.0
Toshima,3,7.0,7.0,1.0,1K,30.4,160000.0
Toshima,6,3.0,5.0,5.0,1LDK,31.16,154000.0
Toshima,3,24.0,3.0,1.0,1DK,35.3,107000.0
Toshima,4,2.0,19.0,10.0,1K,25.97,148000.0
Toshima,4,2.0,19.0,4.0,1DK,31.92,167000.0
Toshima,1,15.0,5.0,4.0,1K,20.33,102000.0
Toshima,1,15.0,5.0,4.0,1K,21.46,104000.0
Toshima,10,12.0,14.0,3.0,1K,20.37,92500.0
Toshima,9,11.0,4.0,3.0,1K,25.5,98500.0
Toshima,9,11.0,4.0,2.0,1K,25.5,114499.99999999999
Toshima,4,12.0,10.0,10.0,1LDK,42.36,215000.0
Toshima,4,12.0,10.0,8.0,1LDK,42.36,215000.0
Toshima,7,17.0,7.0,3.0,1K,23.47,95000.0
Toshima,7,17.0,7.0,1.0,1K,20.49,125000.0
Toshima,1,11.0,13.0,2.0,1K,20.65,104000.0
Toshima,1,11.0,13.0,2.0,1K,22.38,105000.0
Toshima,1,11.0,13.0,2.0,1K,20.65,104000.0
Toshima,1,11.0,13.0,2.0,1K,20.96,110000.0
Toshima,3,15.0,1.0,5.0,1R,24.91,105000.0
Toshima,3,15.0,1.0,1.0,1K,39.83,140000.0
Toshima,9,20.0,5.0,3.0,1K,21.9,99000.0
Toshima,9,20.0,5.0,5.0,1K,21.53,102000.0
Toshima,7,5.0,3.0,1.0,1K,25.3,128000.0
Toshima,7,5.0,3.0,2.0,1K,25.3,129000.0
Toshima,3,15.0,7.0,2.0,1R,18.17,83000.0
Toshima,3,15.0,7.0,4.0,1R,17.96,99000.0
Toshima,3,7.0,11.0,5.0,1R,25.6,168000.0
Toshima,3,7.0,11.0,10.0,1R,25.6,170000.0
Toshima,8,21.0,9.0,9.0,1K,20.48,113000.0
Toshima,8,21.0,9.0,7.0,1K,20.48,129000.0
Toshima,7,24.0,10.0,9.0,1K,18.42,87000.0
Toshima,7,24.0,10.0,3.0,1K,22.91,92000.0
Toshima,5,27.0,10.0,10.0,1K,26.17,105000.0
Toshima,9,19.0,7.0,4.0,2K,30.8,150000.0
Toshima,9,19.0,7.0,4.0,1DK,30.74,150000.0
Toshima,9,7.0,5.0,2.0,1R,24.41,108000.0
Toshima,5,4.0,12.0,3.0,1R,25.71,155000.0
Toshima,5,4.0,12.0,4.0,1R,25.71,155000.0
Toshima,10,4.0,11.0,2.0,1K,25.4,126000.0
Toshima,10,4.0,11.0,6.0,1K,25.4,127000.0
Toshima,10,5.0,4.0,2.0,1K,27.0,127000.0
Toshima,10,5.0,4.0,1.0,1K,31.5,145000.0
Toshima,8,22.0,5.0,3.0,1R,21.18,89000.0
Toshima,3,3.0,1.0,14.0,1LDK,38.61,220000.0
Toshima,3,3.0,1.0,14.0,1LDK,40.74,228000.0
Toshima,1,22.0,13.0,7.0,1R,20.67,94000.0
Toshima,8,2.0,4.0,2.0,1K,25.48,135000.0
Toshima,8,2.0,4.0,1.0,1K,25.6,166000.0
Toshima,6,36.0,3.0,1.0,1K,19.82,73000.0
Toshima,10,24.0,8.0,7.0,1DK,35.88,116000.0
Toshima,6,38.0,4.0,4.0,1K,22.19,83000.0
Toshima,6,38.0,4.0,2.0,1K,27.06,106000.0
Toshima,9,29.0,2.0,9.0,2LDK,67.0,256000.0
Toshima,6,27.0,12.0,7.0,1K,22.77,85000.0
Toshima,6,27.0,12.0,7.0,1K,21.17,95000.0
Toshima,2,21.0,13.0,6.0,1K,22.14,112000.0
Toshima,2,21.0,13.0,2.0,1K,22.3,115000.0
Toshima,1,7.0,12.0,4.0,1K,25.46,145000.0
Toshima,1,7.0,12.0,5.0,1K,25.89,146000.0
Toshima,9,23.0,14.0,5.0,1K,21.13,93000.0
Toshima,9,23.0,14.0,6.0,1K,21.13,98000.0
Toshima,2,25.0,9.0,9.0,1K,21.0,100000.0
Toshima,2,25.0,9.0,9.0,1K,20.31,100000.0
Toshima,8,31.0,4.0,2.0,1K,18.0,70000.0
Toshima,9,36.0,11.0,4.0,1DK,28.7,111000.0
Toshima,9,36.0,11.0,4.0,2DK,28.7,111000.0
Toshima,2,31.0,4.0,3.0,1R,21.01,82000.0
Toshima,2,31.0,4.0,3.0,1R,21.58,88000.0
Toshima,1,22.0,13.0,7.0,1R,20.67,94000.0
Toshima,5,35.0,1.0,3.0,1R,12.69,65000.0
Toshima,5,35.0,1.0,2.0,1R,15.0,66000.0
Toshima,11,25.0,4.0,4.0,1K,20.39,87000.0
Toshima,11,25.0,4.0,2.0,1K,20.63,94000.0
Toshima,1,20.0,14.0,6.0,1LDK,38.84,200000.0
Toshima,1,20.0,14.0,9.0,1LDK,41.92,210000.0
Toshima,4,37.0,1.0,3.0,1R,17.22,77000.0
Toshima,4,37.0,1.0,1.0,1R,18.45,78000.0
Toshima,12,11.0,4.0,3.0,1K,21.84,99000.0
Toshima,12,11.0,4.0,3.0,1K,20.59,100500.0
Toshima,6,56.0,5.0,1.0,1K,23.26,63000.0
Toshima,8,36.0,14.0,4.0,1R,20.65,72000.0
Toshima,8,36.0,14.0,11.0,1R,20.65,77000.0
Toshima,8,41.0,4.0,4.0,1DK,34.35,90000.0
Toshima,4,42.0,5.0,3.0,1R,14.31,65000.0
Toshima,8,42.0,4.0,3.0,1R,13.84,63000.0
Toshima,1,45.0,4.0,2.0,1R,23.5,98000.0
Toshima,1,41.0,3.0,2.0,1R,15.7,60000.0
Toshima,5,40.0,5.0,3.0,1DK,30.6,97000.0
Toshima,5,40.0,5.0,3.0,1DK,32.4,97000.0
Toshima,4,20.0,1.0,4.0,1K,31.63,151000.0
Toshima,4,20.0,1.0,5.0,1LDK,43.08,195000.0
Toshima,4,22.0,13.0,8.0,1R,30.24,130000.0
Toshima,4,22.0,13.0,4.0,1K,36.96,155000.0
Toshima,7,0.0,12.0,2.0,1LDK,34.5,194000.0
Toshima,7,0.0,12.0,3.0,1LDK,34.5,195000.0
Toshima,5,2.0,3.0,2.0,1LDK,48.56,157000.0
Toshima,7,6.0,3.0,2.0,1LDK,32.29,126000.0
Toshima,7,6.0,3.0,2.0,1LDK,32.91,131000.0
Toshima,7,6.0,3.0,2.0,1LDK,32.91,131000.0
Toshima,7,6.0,3.0,2.0,1LDK,32.29,131000.0
Toshima,7,6.0,3.0,2.0,1LDK,32.29,131000.0
Toshima,5,4.0,10.0,5.0,1DK,25.92,158000.0
Toshima,5,4.0,10.0,7.0,1DK,25.92,159000.0
Toshima,6,8.0,8.0,5.0,1LDK,31.54,159000.0
Toshima,6,8.0,8.0,3.0,1LDK,31.54,159000.0
Toshima,6,7.0,7.0,2.0,1LDK,41.56,165000.0
Toshima,6,7.0,7.0,2.0,1LDK,41.56,170000.0
Toshima,6,7.0,7.0,2.0,1LDK,41.56,165000.0
Toshima,6,7.0,7.0,2.0,1LDK,41.56,170000.0
Toshima,4,10.0,3.0,2.0,1LDK,33.4,133000.0
Toshima,8,3.0,3.0,2.0,2LDK,50.23,198000.0
Toshima,6,6.0,3.0,2.0,1LDK,35.92,155000.0
Toshima,5,8.0,4.0,1.0,1LDK,32.05,157000.0
Toshima,4,2.0,14.0,4.0,2LDK,54.76,268000.0
Toshima,4,2.0,14.0,4.0,2LDK,55.82,274000.0
Toshima,4,5.0,5.0,3.0,1LDK,33.59,152000.0
Toshima,6,8.0,4.0,1.0,1LDK,32.05,157000.0
Toshima,5,2.0,5.0,1.0,1LDK,36.74,158000.0
Toshima,5,2.0,5.0,1.0,1LDK,36.74,162000.0
Toshima,6,10.0,10.0,8.0,1LDK,30.24,160000.0
Toshima,7,5.0,5.0,1.0,1LDK,30.71,153000.0
Toshima,7,0.0,5.0,1.0,1LDK,33.15,148000.0
Toshima,6,0.0,3.0,1.0,1LDK,38.11,164000.0
Toshima,6,0.0,3.0,2.0,1LDK,39.51,172000.0
Toshima,2,11.0,3.0,1.0,1LDK,48.5,156000.0
Toshima,7,12.0,3.0,1.0,1LDK,46.48,153000.0
Toshima,4,14.0,4.0,3.0,1LDK,43.67,139500.0
Toshima,4,11.0,5.0,3.0,1LDK,36.33,140000.0
Toshima,4,11.0,5.0,3.0,1LDK,36.33,140000.0
Toshima,5,3.0,12.0,4.0,1K,25.78,134000.0
Toshima,5,3.0,12.0,4.0,1LDK,25.78,139000.0
Toshima,2,4.0,9.0,4.0,1LDK,36.22,162000.0
Toshima,2,4.0,9.0,4.0,1LDK,36.22,166000.0
Toshima,6,3.0,10.0,4.0,1K,26.0,140000.0
Toshima,6,3.0,10.0,5.0,1K,26.0,141000.0
Toshima,12,0.0,5.0,2.0,2DK,48.88,245000.0
Toshima,12,0.0,5.0,4.0,2DK,48.88,265000.0
Toshima,7,2.0,4.0,3.0,1LDK,41.3,165100.0
Toshima,4,7.0,5.0,4.0,1LDK,35.71,168000.0
Toshima,4,7.0,5.0,4.0,1LDK,35.71,178000.0
Toshima,6,0.0,3.0,1.0,1LDK,38.11,164000.0
Toshima,6,0.0,3.0,2.0,1LDK,39.51,172000.0
Toshima,8,2.0,1.0,5.0,1DK,25.72,138000.0
Toshima,8,2.0,1.0,1.0,1LDK,30.14,147000.0
Toshima,6,1.0,8.0,8.0,1LDK,38.98,190000.0
Toshima,6,7.0,3.0,2.0,1LDK,35.35,171000.0
Toshima,6,7.0,3.0,2.0,1LDK,35.35,174000.0
Toshima,4,2.0,14.0,6.0,1LDK,31.58,185000.0
Toshima,4,2.0,14.0,11.0,1LDK,31.58,191000.0
Toshima,3,3.0,3.0,1.0,1LDK,35.5,138000.0
Toshima,4,0.0,4.0,2.0,1LDK,30.68,158000.0
Toshima,4,0.0,4.0,4.0,1LDK,30.02,158000.0
Toshima,5,7.0,3.0,3.0,1K,25.58,150000.0
Toshima,5,7.0,3.0,2.0,1LDK,32.38,175000.0
Toshima,5,7.0,4.0,1.0,1LDK,40.68,168000.0
Toshima,9,0.0,4.0,3.0,1K,21.92,118000.0
Toshima,9,0.0,4.0,1.0,1DK,27.06,137000.0
Toshima,10,4.0,1.0,1.0,1LDK,25.31,135000.0
Toshima,10,4.0,1.0,2.0,1LDK,30.14,138000.0
Toshima,4,21.0,14.0,12.0,1LDK,37.03,175000.0
Toshima,4,21.0,14.0,9.0,2LDK,53.31,242000.0
Toshima,6,12.0,1.0,6.0,1LDK,42.5,230000.0
Toshima,6,12.0,1.0,4.0,2LDK,55.55,280000.0
Toshima,3,4.0,6.0,3.0,2K,25.5,125000.0
Toshima,5,0.0,4.0,3.0,1DK,18.0,116000.0
Toshima,5,0.0,4.0,3.0,2LDK,41.7,208000.0
Toshima,5,5.0,1.0,3.0,1K,23.02,105000.0
Toshima,5,5.0,1.0,4.0,2DK,42.2,177000.0
Toshima,3,6.0,4.0,1.0,1LDK,42.17,153000.0
Toshima,10,15.0,8.0,4.0,1K,21.63,88000.0
Toshima,10,15.0,8.0,6.0,1K,21.17,94000.0
Toshima,4,4.0,3.0,2.0,1LDK,40.38,170000.0
Toshima,2,10.0,4.0,4.0,1LDK,42.76,151000.0
Toshima,2,10.0,4.0,2.0,1LDK,39.7,151000.0
Toshima,6,12.0,9.0,6.0,1K,20.29,100000.0
Toshima,6,12.0,9.0,4.0,1K,20.96,102000.0
Toshima,4,4.0,4.0,1.0,2K,25.43,145000.0
Toshima,4,4.0,4.0,2.0,2K,25.58,152000.0
Toshima,2,14.0,9.0,6.0,2LDK,54.75,210000.0
Toshima,3,5.0,4.0,3.0,1LDK,30.67,148000.0
Toshima,3,5.0,4.0,4.0,1LDK,30.67,149000.0
Toshima,9,0.0,4.0,1.0,2LDK,55.69,220000.0
Toshima,9,0.0,4.0,2.0,2LDK,55.6,227000.0
Toshima,6,2.0,8.0,6.0,1K,26.68,150000.0
Toshima,6,2.0,8.0,8.0,1K,31.68,179000.0
Toshima,4,3.0,9.0,2.0,1LDK,32.36,178000.0
Toshima,4,3.0,9.0,6.0,1LDK,31.77,183000.0
Toshima,4,4.0,12.0,11.0,1LDK,30.18,178000.0
Toshima,4,4.0,12.0,7.0,1LDK,34.17,186000.0
Toshima,6,10.0,3.0,1.0,1K,21.11,82000.0
Toshima,3,3.0,10.0,6.0,1LDK,30.19,163000.0
Toshima,3,3.0,10.0,8.0,1LDK,30.25,166000.0
Toshima,9,7.0,3.0,1.0,1LDK,32.7,150000.0
Toshima,9,7.0,3.0,1.0,1DK,32.7,155000.0
Toshima,5,0.0,14.0,3.0,1LDK,41.12,197000.0
Toshima,5,0.0,14.0,4.0,1LDK,41.12,198000.0
Toshima,7,37.0,10.0,10.0,2DK,43.45,155000.0
Toshima,4,18.0,9.0,8.0,1LDK,40.76,160000.0
Toshima,6,14.0,3.0,1.0,1K,27.29,106500.0
Toshima,5,5.0,19.0,10.0,1K,25.42,156000.0
Toshima,5,5.0,19.0,13.0,1K,25.42,161000.0
Toshima,4,5.0,10.0,5.0,1LDK,30.65,200000.0
Toshima,4,5.0,10.0,6.0,1LDK,30.65,204000.0
Toshima,4,7.0,4.0,1.0,1LDK,35.27,139000.0
Toshima,4,7.0,4.0,2.0,1LDK,39.76,168000.0
Toshima,6,0.0,1.0,4.0,1R,15.0,93000.0
Toshima,6,0.0,1.0,2.0,1K,18.71,102000.0
Toshima,6,12.0,9.0,6.0,1K,20.29,100000.0
Toshima,6,12.0,9.0,4.0,1K,20.96,102000.0
Toshima,1,2.0,11.0,3.0,1K,25.52,140000.0
Toshima,1,2.0,11.0,6.0,2K,25.52,144000.0
Toshima,5,15.0,8.0,4.0,1K,21.63,88000.0
Toshima,5,15.0,8.0,6.0,1K,21.17,94000.0
Toshima,3,14.0,4.0,4.0,1LDK,45.18,158000.0
Toshima,7,21.0,1.0,2.0,1LDK,46.28,155000.0
Toshima,9,10.0,3.0,3.0,1LDK,34.87,140000.0
Toshima,6,11.0,12.0,9.0,1K,20.65,91000.0
Toshima,6,11.0,12.0,5.0,1K,20.65,120000.0
Toshima,4,14.0,9.0,9.0,1LDK,42.7,180000.0
Toshima,7,13.0,5.0,1.0,1K,22.8,89000.0
Toshima,6,42.0,12.0,6.0,2LDK,49.75,186000.0
Toshima,6,42.0,12.0,7.0,2LDK,55.3,204000.0
Toshima,3,4.0,4.0,2.0,1LDK,32.55,155000.0
Toshima,2,12.0,5.0,3.0,1K,24.66,109000.0
Toshima,2,12.0,5.0,3.0,1K,30.29,114000.0
Toshima,7,5.0,5.0,5.0,1LDK,43.01,199000.0
Toshima,7,5.0,5.0,5.0,1LDK,43.01,209000.0
Toshima,4,20.0,3.0,1.0,1LDK,37.6,145000.0
Toshima,3,6.0,10.0,7.0,1DK,25.57,113500.0
Toshima,3,6.0,10.0,7.0,1DK,25.57,113500.0
Toshima,7,12.0,11.0,4.0,1DK,30.06,130000.0
Toshima,7,12.0,11.0,5.0,1DK,32.45,145000.0
Toshima,8,0.0,1.0,3.0,1LDK,31.94,173000.0
Toshima,8,0.0,1.0,1.0,2LDK,50.51,245000.0
Toshima,7,4.0,11.0,4.0,1DK,25.5,142000.0
Toshima,7,4.0,11.0,6.0,1DK,25.5,144000.0
Toshima,7,5.0,4.0,4.0,1K,21.2,100500.0
Toshima,5,0.0,14.0,7.0,1LDK,32.71,203000.0
Toshima,5,0.0,14.0,10.0,1LDK,32.71,209000.0
Toshima,4,31.0,8.0,5.0,2DK,56.91,200000.0
Toshima,5,16.0,10.0,8.0,1K,20.65,92000.0
Toshima,5,4.0,5.0,4.0,1K,20.26,103000.0
Toshima,5,0.0,14.0,6.0,1LDK,32.71,195000.0
Toshima,5,0.0,14.0,4.0,1LDK,32.71,199000.0
Toshima,2,8.0,12.0,2.0,1LDK,32.45,151000.0
Toshima,2,8.0,12.0,9.0,1LDK,31.42,157000.0
Toshima,6,8.0,1.0,2.0,1LDK,41.07,235000.0
Toshima,7,24.0,3.0,1.0,1LDK,36.75,155000.0
Toshima,7,21.0,1.0,2.0,1LDK,46.28,155000.0
Toshima,6,10.0,9.0,8.0,1K,25.5,113000.0
Toshima,6,10.0,9.0,9.0,1K,25.5,118500.0
Toshima,4,1.0,7.0,1.0,1LDK,40.33,239000.0
Toshima,4,1.0,7.0,2.0,1LDK,40.33,244000.0
Toshima,3,13.0,8.0,6.0,1K,21.66,103000.0
Toshima,3,13.0,8.0,2.0,1K,20.52,104000.0
Toshima,8,19.0,11.0,5.0,1K,32.26,125000.0
Toshima,8,19.0,11.0,11.0,2LDK,62.33,254000.0
Toshima,8,19.0,11.0,11.0,2LDK,62.33,254000.0
Toshima,7,5.0,10.0,1.0,1DK,25.52,146000.0
Toshima,7,5.0,10.0,3.0,1DK,25.52,149000.0
Toshima,5,15.0,8.0,3.0,1K,20.33,107000.0
Toshima,9,10.0,3.0,1.0,1LDK,56.76,165000.0
Toshima,6,8.0,14.0,10.0,1K,25.55,117000.0
Toshima,6,8.0,14.0,11.0,1K,27.31,117500.0
Toshima,9,6.0,10.0,3.0,1LDK,42.76,184000.0
Toshima,4,5.0,8.0,5.0,1K,25.81,142000.0
Toshima,4,5.0,8.0,3.0,1K,25.81,142000.0
Toshima,6,12.0,5.0,3.0,1K,30.29,114000.0
Toshima,6,12.0,5.0,5.0,1K,30.29,114000.0
Toshima,3,7.0,14.0,4.0,1K,25.65,123000.0
Toshima,3,7.0,14.0,6.0,1K,26.75,128000.0
Toshima,6,21.0,3.0,1.0,1K,22.27,85200.0
Toshima,4,14.0,4.0,2.0,1K,23.69,98000.0
Toshima,2,7.0,4.0,2.0,1LDK,40.25,150000.0
Toshima,2,7.0,4.0,3.0,1LDK,40.25,154000.0
Toshima,2,7.0,4.0,2.0,1LDK,40.25,150000.0
Toshima,2,7.0,4.0,3.0,1LDK,40.25,154000.0
Toshima,6,3.0,12.0,6.0,1K,25.26,140000.0
Toshima,6,3.0,12.0,9.0,1K,25.26,145000.0
Toshima,3,17.0,1.0,6.0,1K,23.8,110000.0
Toshima,3,17.0,1.0,10.0,1K,22.34,110000.0
Toshima,8,0.0,5.0,5.0,1R,17.27,103000.0
Toshima,8,0.0,5.0,3.0,2DK,38.04,195000.0
Toshima,8,1.0,5.0,1.0,1LDK,33.24,180000.0
Toshima,8,1.0,5.0,1.0,1LDK,33.24,188000.0
Toshima,10,11.0,4.0,2.0,1K,20.86,95000.0
Toshima,10,11.0,4.0,4.0,2DK,40.88,165000.0
Toshima,10,11.0,4.0,2.0,1K,20.86,95000.0
Toshima,10,11.0,4.0,2.0,1K,20.44,100000.0
Toshima,5,16.0,10.0,8.0,1K,20.65,92000.0
Toshima,5,16.0,10.0,8.0,1K,20.65,99000.0
Toshima,7,13.0,4.0,3.0,1DK,32.59,138000.0
Toshima,3,29.0,8.0,8.0,2LDK,49.45,188000.0
Toshima,7,6.0,3.0,2.0,1K,27.79,118320.0
Toshima,3,4.0,8.0,4.0,2K,25.74,160000.0
Toshima,3,4.0,8.0,4.0,1K,25.76,161000.0
Toshima,2,0.0,4.0,2.0,1R,32.78,161500.0
Toshima,2,0.0,4.0,2.0,1R,33.85,163500.0
Toshima,6,5.0,11.0,8.0,1K,25.45,138000.0
Toshima,4,16.0,10.0,7.0,1K,21.17,95000.0
Toshima,4,16.0,10.0,8.0,1K,21.17,95000.0
Toshima,6,11.0,12.0,6.0,1K,20.65,132000.0
Toshima,2,17.0,1.0,1.0,1LDK,40.32,164000.0
Toshima,6,11.0,1.0,12.0,1K,20.32,117000.0
Toshima,3,13.0,8.0,6.0,1K,21.66,103000.0
Toshima,3,13.0,8.0,3.0,1K,21.66,104000.0
Toshima,1,3.0,14.0,9.0,1LDK,32.5,178000.0
Toshima,1,3.0,14.0,10.0,1LDK,32.5,182000.0
Toshima,6,17.0,22.0,4.0,1LDK,37.56,176000.0
Toshima,6,17.0,22.0,4.0,1LDK,37.56,185000.0
Toshima,5,36.0,3.0,3.0,2K,26.28,89000.0
Toshima,5,36.0,3.0,2.0,2K,26.28,89000.0
Toshima,2,8.0,12.0,2.0,1LDK,32.45,151000.0
Toshima,2,8.0,12.0,9.0,1LDK,31.42,157000.0
Toshima,5,2.0,3.0,1.0,1LDK,42.62,196000.0
Toshima,4,2.0,3.0,1.0,1LDK,42.62,196000.0
Toshima,3,23.0,4.0,3.0,1LDK,34.15,135000.0
Toshima,3,23.0,4.0,3.0,1LDK,34.15,155000.0
Toshima,3,4.0,8.0,4.0,1K,25.76,161000.0
Toshima,3,4.0,8.0,8.0,1K,25.76,165000.0
Toshima,6,0.0,1.0,1.0,1R,18.13,97000.0
Toshima,6,0.0,1.0,1.0,1R,18.12,98000.0
Toshima,3,6.0,8.0,3.0,1K,27.06,126000.0
Toshima,3,6.0,3.0,1.0,1K,24.99,92320.0
Toshima,7,13.0,9.0,7.0,1K,22.85,123000.0
Toshima,3,3.0,8.0,5.0,1LDK,40.67,195000.0
